escolaridade,grau_hierarquico,created_at,extroversao,dominancia,condescendencia,concentracao,perfil_tecnico,detalhismo,empatia,sociabilidade,automotivacao,multitarefas,tolerancia,planejamento,capac_ouvir,organizacao,orientadorsultado,proatividade,relac_interpes,orientadorelacionamento,rigorosidade,dinamismo,perfil,forca_candidato,indicestress,ia,moral,indice_positivo,amplitude,flexibilidade,perc_executor2colp,perc_executor2coln,perc_executor,perc_comunicador2sanp,perc_comunicador2sann,perc_comunicador,perc_planejador2flep,perc_planejador2flen,perc_planejador,perc_analista2melp,perc_analista2meln,perc_analista,incitabilidade,energperfil,departamento,empresa,ativa,demitido,dias_permanencia,intervalo_dias_permanencia,intervalo_idade,sexo_0,sexo_1,sexo_2,estado_civil_0,estado_civil_1,estado_civil_2,estado_civil_3,candidato_id_anonimo
4.0,2.0,2023-02-17 15:21:32,73.64738683289936,70.76438765657448,48.19242443859422,48.19242443859422,40.65040650406506,40.65040650406506,56.14159501226248,73.64738683289936,67.84802043422734,67.84802043422734,65.324048979138,56.14159501226248,56.14159501226248,40.65040650406506,54.6045267152647,67.84802043422734,73.64738683289936,65.324048979138,54.6045267152647,70.76438765657448,CE,11.49425287356322,28.04,-1.14942528735632,1.66666666666667,5.1037685911707,15.51724137931034,4.0,21.256038647343,6.79611650485437,29.31034482758621,27.31707317073171,0.0,32.18390804597702,16.89497716894977,0.0,21.83908045977011,9.09090909090909,7.8125,16.66666666666667,68.82,36.42,TRANSPORTE,COMERCIAL ALVORADA DE PRODUTOS PARA LIMPEZA E DESCARTAVEIS LTDA,1,1,121,2,2,1,0,0,0,1,0,0,ID_9183
4.0,2.0,2022-07-28 12:23:57,58.60356086398393,68.29642519670307,50.87660388493747,50.87660388493747,54.03529645052548,54.03529645052548,47.54739064100155,58.60356086398393,78.10147545919905,78.10147545919905,53.33215363592574,47.54739064100155,47.54739064100155,54.03529645052548,66.38278971863355,78.10147545919905,58.60356086398393,53.33215363592574,66.38278971863355,68.29642519670307,EC,37.93103448275862,20.63,2.23577235772358,1.0,2.13607864960063,15.24390243902439,7.71,63.28502415458939,33.98058252427184,33.73983739837399,46.34146341463415,18.91891891891892,25.60975609756098,36.98630136986302,21.05263157894737,18.4959349593496,43.0622009569378,14.84375,22.15447154471545,64.18,75.77,ADP,Registro de Imóveis da 1ª Zona,1,1,1435,5,1,1,0,0,0,1,0,0,ID_4082
5.0,2.0,2022-12-16 01:45:37,50.34324942791762,41.42692750287687,80.10012515644557,80.10012515644557,69.51219512195124,69.51219512195124,91.25964010282776,50.34324942791762,32.40740740740741,32.40740740740741,69.52841596130592,91.25964010282776,91.25964010282776,69.51219512195124,50.47505938242282,32.40740740740741,50.34324942791762,69.52841596130592,50.47505938242282,41.42692750287687,PA,13.79310344827586,29.06,-0.5,0.66666666666667,25.0,21.5,-9.419,13.52657004830918,0.0,14.0,21.46341463414634,0.0,22.0,31.9634703196347,0.0,35.5,27.27272727272727,0.0,28.50000000000001,13.64,22.62,ADMINISTRATIVO,CAVAZOTTO INDUSTRIAL LTDA,1,0,2597,6,3,0,1,0,1,0,0,0,ID_242
4.0,1.0,2021-02-04 18:49:54,63.29422075076659,57.36251359736364,62.76843014254193,62.76843014254193,57.0835495589,57.0835495589,68.7602065931671,63.29422075076659,51.36215242598148,51.36215242598148,65.78874828636881,68.7602065931671,68.7602065931671,57.0835495589,54.14810589925534,51.36215242598148,63.29422075076659,65.78874828636881,54.14810589925534,57.36251359736364,CP,22.988505747126,8.28,-0.15197568389057,0.60606060606061,25.0,5.4711246200608,-16.096,40.096618357488,0.0,22.188449848024,44.39024390243901,0.0,27.659574468085,39.72602739726,0.0,26.747720364742,36.842105263158,0.0,23.404255319149,43.61,34.89,PISO DE LOJA - LOJA 05,Supermercados Campelo,1,1,1237,5,2,1,0,0,0,1,0,0,ID_3568
4.0,1.0,2020-09-14 18:29:00,93.7839966988032,72.31476415954546,46.50622020695243,46.50622020695243,33.9864054378244,33.9864054378244,59.7019118659306,93.7839966988032,50.59704513256482,50.59704513256482,77.63923854077872,59.7019118659306,59.7019118659306,33.9864054378244,42.50872889165796,50.59704513256482,93.7839966988032,77.63923854077872,42.50872889165796,72.31476415954546,C,26.436781609195,32.89,4.9180327868852,1.2777777777778,9.0095923214195,27.049180327869,4.37,38.647342995169,0.0,21.857923497268,73.170731707317,0.0,40.983606557377,33.7899543379,10.526315789474,23.224043715847,19.617224880383,7.8125,13.934426229508,71.73,0.0,Vendas MG,RIVA 9 EMPREENDIMENTOS IMOBILIARIOS S/ACORRETORA DE IMOVEIS LTDA,1,1,310,2,2,0,1,0,0,1,0,0,ID_4057
6.0,3.0,2023-01-26 16:36:18,73.79862700228833,79.1139240506329,39.11138923654568,39.11138923654568,30.48780487804878,30.48780487804878,48.20051413881748,73.79862700228833,84.49074074074073,84.49074074074073,61.66868198307134,48.20051413881748,48.20051413881748,30.48780487804878,58.19477434679334,84.49074074074073,73.79862700228833,61.66868198307134,58.19477434679334,79.1139240506329,EC,29.88505747126437,30.62,-1.0,1.3,3.20543619452389,24.0,4.71,54.58937198067633,32.03883495145631,36.5,58.04878048780488,9.00900900900901,32.25,33.78995433789955,0.0,18.75,17.70334928229665,10.15625,12.5,84.52,48.41,DIRETORIA OPERACIONAL - RJ,AVIPAM VIAGENS E TURISMO LTDA,1,0,9048,7,4,1,0,0,1,0,0,0,ID_3969
4.0,1.0,2023-04-28 22:32:18,40.24303637654855,48.41077735010514,72.50442363298951,72.50442363298951,66.44238856181663,66.44238856181663,78.89371509617943,40.24303637654855,56.67305236270752,56.67305236270752,58.37468206646376,78.89371509617943,78.89371509617943,66.44238856181663,61.43009255467276,56.67305236270752,40.24303637654855,58.37468206646376,61.43009255467276,48.41077735010514,PA,19.54022988505747,53.71000000000001,-1.72413793103448,1.30769230769231,2.27118847043043,13.10344827586208,5.61,37.68115942028986,2.9126213592233,24.48275862068965,19.51219512195122,9.90990990990991,17.58620689655172,31.5068493150685,21.05263157894737,30.6896551724138,27.27272727272728,17.1875,27.24137931034482,26.77,59.22,INDAIÁ PERUS_VENDAS,GRUPO INDAIA,1,1,224,2,2,1,0,0,0,1,0,0,ID_4253
7.0,3.0,2023-07-11 17:34:53,68.64988558352402,51.35745642074756,69.29958744727205,69.29958744727205,71.81571815718156,71.81571815718156,66.64762448824148,68.64988558352402,33.86488340192044,33.86488340192044,67.62506157911237,66.64762448824148,66.64762448824148,71.81571815718156,52.34450602621623,33.86488340192044,68.64988558352402,67.62506157911237,52.34450602621623,51.35745642074756,CAP,39.08045977011494,28.66,-5.37037037037037,1.30769230769231,4.58828149843072,15.37037037037037,10.21,38.16425120772947,9.70873786407767,14.62962962962963,69.75609756097562,17.11711711711712,30.0,57.99086757990869,12.63157894736842,25.92592592592593,68.89952153110048,11.71875,29.44444444444444,32.32,28.87,PEOPLE,INSTITUTO NEUROSABER DE ENSINO - EIRELI,1,0,308,2,2,1,0,0,0,1,0,0,ID_4531
2.0,1.0,2023-11-29 15:04:47,61.51423439383873,73.00444213469939,45.75611988103408,45.75611988103408,34.09388932599003,34.09388932599003,58.04793100588772,61.51423439383873,84.62763839107924,84.62763839107924,59.80939007424166,58.04793100588772,58.04793100588772,34.09388932599003,60.02094347814982,84.62763839107924,61.51423439383873,59.80939007424166,60.02094347814982,73.00444213469939,EC,6.89655172413793,52.56,0.53763440860215,1.2,3.35543362904453,22.58064516129032,0.19,11.59420289855073,9.70873786407767,36.55913978494624,11.21951219512195,1.8018018018018,26.88172043010753,9.58904109589041,0.0,22.58064516129032,6.22009569377991,0.0,13.97849462365591,73.03,54.51,Secao Montagem SM 102,Santa Maria,1,0,236,2,2,0,1,0,0,1,0,0,ID_7261
4.0,1.0,2022-12-06 17:33:30,63.50870472484601,74.01286607219805,44.65934841459314,44.65934841459314,38.68056301708393,38.68056301708393,50.96089600579823,63.50870472484601,84.63860336107034,84.63860336107034,57.52973701452625,50.96089600579823,50.96089600579823,38.68056301708393,62.25998514131449,84.63860336107034,63.50870472484601,57.52973701452625,62.25998514131449,74.01286607219805,EC,17.24137931034483,66.56,2.42290748898679,2.5,1.17891238734165,20.70484581497798,2.41,25.60386473429952,29.12621359223301,36.56387665198239,22.4390243902439,15.31531531531531,27.75330396475771,14.61187214611873,12.63157894736842,19.82378854625551,12.91866028708134,7.03125,15.85903083700441,74.93,62.0,Frente de Loja,SUPERMERCADO SUPER VILTON ,1,1,428,3,1,1,0,0,0,1,0,0,ID_1969
4.0,1.0,2023-09-12 16:30:47,70.86990675911063,64.40753654054241,55.1061961780584,55.1061961780584,46.41427011285039,46.41427011285039,64.26735218508998,70.86990675911063,57.87037037037039,57.87037037037039,67.67853597790973,64.26735218508998,64.26735218508998,46.41427011285039,52.29198425922645,57.87037037037039,70.86990675911063,67.67853597790973,52.29198425922645,64.40753654054241,CE,19.54022988505747,18.43,0.0,1.0625,3.18457258185023,11.94029850746268,6.87,26.08695652173914,12.62135922330097,25.00000000000001,34.14634146341463,11.71171171171171,30.97014925373135,29.22374429223744,2.10526315789474,25.0,19.61722488038278,7.8125,19.02985074626866,56.86,28.69,Comercial,Multigalva - Galvanização,1,0,1865,6,4,1,0,0,1,0,0,0,ID_2319
7.0,2.0,2024-02-20 17:42:55,21.67891123690233,50.47140290311511,70.26326768109263,70.26326768109263,86.4356011981173,86.4356011981173,53.21787759888155,21.67891123690233,79.5971410006498,79.5971410006498,36.48783385307285,53.21787759888155,53.21787759888155,86.4356011981173,82.9270325457349,79.5971410006498,21.67891123690233,36.48783385307285,82.9270325457349,50.47140290311511,AE,21.83908045977012,29.9,-5.08771929824562,1.05555555555556,1.51960299472206,25.96491228070177,-0.01,36.23188405797102,32.03883495145631,34.38596491228071,9.75609756097561,6.30630630630631,9.47368421052632,21.46118721461187,12.63157894736842,20.70175438596492,37.32057416267942,17.96875,35.43859649122809,30.65,100.0,Strategy Finance,ALTAVE Intelligent Monitoring,1,0,165,2,2,0,1,0,0,1,0,0,ID_1428
3.0,1.0,2022-04-04 19:16:54,59.52302218224626,59.64377808966965,60.28730518157331,60.28730518157331,53.57394614408571,53.57394614408571,67.36308205913093,59.52302218224626,59.76593163491044,59.76593163491044,63.13881452798494,67.36308205913093,67.36308205913093,53.57394614408571,56.75083181158723,59.76593163491044,59.52302218224626,63.13881452798494,56.75083181158723,59.64377808966965,PCE,37.93103448275862,27.08,-1.83044315992292,1.22222222222222,5.79442902206969,4.23892100192679,12.47,64.73429951690821,9.70873786407767,25.81888246628131,59.02439024390245,12.61261261261261,26.01156069364162,57.07762557077627,10.52631578947368,26.20423892100193,50.23923444976077,7.03125,21.96531791907514,47.9,43.59,Vendas,MAXI POPULAR DOURADOS ,0,0,1888,6,4,1,0,0,1,0,0,0,ID_5469
3.0,1.0,2023-09-25 17:33:52,100.0,85.61589462101657,25.99955613657912,25.99955613657912,2.35867485709366,2.35867485709366,50.91668036431444,100.0,71.06530654088749,71.06530654088749,76.79152196096533,50.91668036431444,50.91668036431444,2.35867485709366,37.60958327443206,71.06530654088749,100.0,76.79152196096533,37.60958327443206,85.61589462101657,CE,6.89655172413793,53.22,-0.50680108738171,0.66666666666667,25.0,47.55908552980149,-4.999,14.97584541062802,0.0,30.7002124256634,23.90243902439025,0.0,48.52614222120989,8.67579908675799,0.0,19.80658866171832,2.39234449760766,0.0,0.9670566914084,100.0,0.0,FROTA,5 S TRANSPORTES E LOGISTICA FARMACEUTICA LTDA,1,0,315,2,3,1,0,0,1,0,0,0,ID_3387
4.0,1.0,2019-10-02 22:12:39,66.67125479602974,69.43422999385731,49.63911656487859,49.63911656487859,45.84632312488537,45.84632312488537,53.63666234996143,66.67125479602974,72.22918407128935,72.22918407128935,60.45949214026602,53.63666234996143,53.63666234996143,45.84632312488537,59.38242280285036,72.22918407128935,66.67125479602974,60.45949214026602,59.38242280285036,69.43422999385731,EC,40.229885057471,25.68,-1e-14,7.0,9.2587707889448,12.406015037594,9.97,78.743961352657,12.621359223301,31.203007518797,73.658536585366,3.6036036036036,29.135338345865,50.228310502283,0.0,20.864661654135,41.62679425837301,10.15625,18.796992481203,66.32,52.38,5-QUALIDADE,Cobmax Sales Center ,1,0,1992,6,2,1,0,0,0,1,0,0,ID_4817
6.0,1.0,2023-04-26 12:59:08,44.3136827576187,42.74206805852377,78.6697657786519,78.6697657786519,77.42934572202866,77.42934572202866,79.97714938588975,44.3136827576187,41.15226337448559,41.15226337448559,61.03529682731617,79.97714938588975,79.97714938588975,77.42934572202866,58.8168759190137,41.15226337448559,44.3136827576187,61.03529682731617,58.8168759190137,42.74206805852377,AP,21.83908045977012,28.87,-0.47619047619048,1.46153846153846,25.0,13.96825396825397,-14.888,27.05314009661836,0.0,17.77777777777778,29.75609756097561,0.0,19.36507936507937,44.29223744292239,0.0,31.11111111111111,47.84688995215311,0.0,31.74603174603175,16.11,50.49,FINANCEIRO TRUCKING,DUX LOGISTICS,1,0,593,3,4,1,0,0,1,0,0,0,ID_2198
4.0,1.0,2019-02-04 10:46:50,46.84769094938672,61.16180241566513,58.63628748534042,58.63628748534042,55.69425772997805,55.69425772997805,61.73714146914139,46.84769094938672,75.6415864683588,75.6415864683588,53.7946662350399,61.73714146914139,61.73714146914139,55.69425772997805,65.92851665513302,75.6415864683588,46.84769094938672,53.7946662350399,65.92851665513302,61.16180241566513,E,18.390804597701,15.01,3.1496062992126,0.57142857142857,25.0,12.204724409449,-12.585,44.927536231884,0.0,32.677165354331,25.365853658537,0.0,20.472440944882,27.853881278539,0.0,24.015748031496,27.751196172249,0.0,22.834645669291,50.76,74.25,FROTA E TRANSPORTE ,Daltez Distribuição de Alimentos,1,0,1986,6,3,1,0,0,0,1,0,0,ID_313
4.0,1.0,2023-06-01 12:52:30,43.44929467311648,50.98250571732385,69.70738739880547,69.70738739880547,92.62117937635074,92.62117937635074,45.55660408057011,43.44929467311648,58.60290670417253,58.60290670417253,44.38798157133455,45.55660408057011,45.55660408057011,92.62117937635074,75.1676238010764,58.60290670417253,43.44929467311648,44.38798157133455,75.1676238010764,50.98250571732385,AE,5.74712643678161,22.36,5.69620253164557,1.0,0.96212798572975,20.25316455696202,-1.57,4.83091787439614,9.70873786407767,25.31645569620253,6.34146341463415,1.8018018018018,18.9873417721519,1.82648401826484,10.52631578947368,17.72151898734177,11.96172248803828,3.90625,37.9746835443038,31.61,100.0,0101-MANUTENCAO E CONSERVACAO,GRUPO LARA ,0,0,301,2,2,1,0,0,0,1,0,0,ID_4056
6.0,2.0,2022-09-12 13:27:03,53.68111353899622,60.21959386383104,59.66104246849917,59.66104246849917,60.88391710984781,60.88391710984781,58.37215145833738,53.68111353899622,66.83375104427735,66.83375104427735,55.82274913402007,58.37215145833738,58.37215145833738,60.88391710984781,63.93656349900881,66.83375104427735,53.68111353899622,55.82274913402007,63.93656349900881,60.21959386383104,E,50.57471264367817,8.26,1.57894736842105,0.95652173913043,7.94450494981026,6.16541353383458,13.25,86.47342995169082,22.33009708737864,28.87218045112782,68.29268292682926,5.40540540540541,23.45864661654135,73.05936073059361,0.0,22.70676691729324,73.20574162679426,10.15625,24.9624060150376,48.98,67.6,TÉCNICO,Idealnet Fibra,1,1,81,1,4,1,0,0,1,0,0,0,ID_4458
5.0,1.0,2018-08-15 14:58:35,36.28742603659954,49.90298710343037,70.88148211153941,70.88148211153941,86.8261109795561,86.8261109795561,54.0760892172288,36.28742603659954,63.67613568260879,63.67613568260879,44.61088740446916,54.0760892172288,54.0760892172288,86.8261109795561,74.94868897447148,63.67613568260879,36.28742603659954,44.61088740446916,74.94868897447148,49.90298710343037,AE,22.988505747126,36.13000000000001,1.4563106796117,0.64516129032258,1.0245317946122,19.741100323625,2.44,21.739130434783,48.543689320388,27.508090614887,14.634146341463,17.117117117117,15.857605177994,26.940639269406,6.3157894736842,21.035598705502,36.842105263158,25.78125,35.598705501618,29.58,100.0,DAJ,Caminha Barbosa e Siphone Sociedade de Advogados,1,0,3017,6,2,1,0,0,1,0,0,0,ID_8276
4.0,2.0,2022-02-21 22:11:33,64.00629186032403,67.74055787084272,51.48117047589195,51.48117047589195,43.69732911223081,43.69732911223081,59.68521921394098,64.00629186032403,71.51804455277946,71.51804455277946,61.89637220941311,59.68521921394098,59.68521921394098,43.69732911223081,57.97114035963819,71.51804455277946,64.00629186032403,61.89637220941311,57.97114035963819,67.74055787084272,EC,40.22988505747127,58.54,-1.18829981718465,7.0,22.56412426612915,12.9798903107861,9.94,81.64251207729468,9.70873786407767,30.89579524680073,73.65853658536584,1.8018018018018,27.9707495429616,57.53424657534249,0.0,23.21755027422304,46.88995215311005,0.0,17.91590493601463,63.13,47.67,Operacional Externo,The Sisters Maid,0,0,381,3,2,1,0,0,0,1,0,0,ID_866
4.0,1.0,2021-08-21 02:04:42,75.31938870554146,63.60918516633804,55.97449072647343,55.97449072647343,52.70253707562202,52.70253707562202,59.42307940731938,75.31938870554146,51.76344686394939,51.76344686394939,67.75108918230818,59.42307940731938,59.42307940731938,52.70253707562202,52.2207235703458,51.76344686394939,75.31938870554146,67.75108918230818,52.2207235703458,63.60918516633804,C,28.73563218390805,31.05000000000001,4.52261306532663,5.0,2.32646165012713,11.30653266331659,8.51,33.33333333333335,19.41747572815534,22.36180904522614,50.24390243902439,25.22522522522523,32.91457286432162,36.07305936073059,12.63157894736842,23.11557788944724,35.40669856459331,9.375,21.60804020100503,55.36,28.45,Frente de Loja,FORNECEDORA JACOME COMERCIO E INDUSTRIA LTDA,0,1,216,2,1,0,1,0,0,1,0,0,ID_8109
4.0,1.0,2020-03-09 12:21:11,56.14035087719222,64.44188722669735,55.06883604505632,55.06883604505632,46.17886178861707,46.17886178861707,64.43873179091774,56.14035087719222,72.83950617284027,72.83950617284027,59.97581620314389,64.43873179091774,64.43873179091774,46.17886178861707,59.85748218527316,72.83950617284027,56.14035087719222,59.97581620314389,59.85748218527316,64.44188722669735,EP,26.436781609195,6.33,0.4,0.71875,12.697071649052,12.533333333333,7.05,57.004830917874,9.7087378640777,31.466666666667,43.90243902439,1.8018018018018,24.533333333333,42.465753424658,0.0,25.066666666667,32.535885167464,2.34375,18.933333333333,56.93,53.97,COMPRAS,Agro Ferragens Luizão,1,1,422,3,4,1,0,0,0,1,0,0,ID_9863
6.0,3.0,2024-01-10 13:10:17,72.65446224256293,73.36018411967778,45.36921151439299,45.36921151439299,37.19512195121951,37.19512195121951,53.98457583547558,72.65446224256293,74.07407407407408,74.07407407407408,63.78476420798065,53.98457583547558,53.98457583547558,37.19512195121951,56.11638954869358,74.07407407407408,72.65446224256293,63.78476420798065,56.11638954869358,73.36018411967778,EC,28.73563218390805,24.16000000000001,-2.75,0.86206896551724,6.68739558219488,16.75,7.03,55.55555555555555,12.62135922330097,32.0,60.0,3.6036036036036,31.75,37.89954337899544,0.0,21.0,22.9665071770335,10.15625,15.25,73.7,41.47,Customer Success,FARMTECH,1,0,708,3,4,0,1,0,1,0,0,0,ID_6858
,1.0,2024-02-20 12:46:53,55.93694380879736,58.81600818309679,61.18759560561814,61.18759560561814,58.07200929152149,58.07200929152149,64.47137552536013,55.93694380879736,61.72839506172838,61.72839506172838,59.88368745321589,64.47137552536013,64.47137552536013,58.07200929152149,59.94796968668702,61.72839506172838,55.93694380879736,59.88368745321589,59.94796968668702,58.81600818309679,EP,47.12643678160919,4.81,0.47619047619047,0.85416666666667,10.98542272309082,2.85714285714285,14.09,79.71014492753623,12.62135922330097,26.66666666666666,68.29268292682927,3.6036036036036,24.44444444444445,76.25570776255711,0.0,25.07936507936509,65.55023923444976,10.15625,23.80952380952381,46.34,54.27,Desenvolvimento,BC COMERCIALIZADORA DE ENERGIA LTDA,1,1,1027,4,2,1,0,0,1,0,0,0,ID_1578
6.0,2.0,2022-08-08 14:12:54,53.75270683273693,43.24958874274991,78.11778145500668,78.11778145500668,62.20330659682437,62.20330659682437,94.89139248805232,53.75270683273693,32.62490678598062,32.62490678598062,73.03831265267036,94.89139248805232,94.89139248805232,62.20330659682437,47.02769054185466,32.62490678598062,53.75270683273693,73.03831265267036,47.02769054185466,43.24958874274991,PA,20.68965517241379,16.34,1.00671140939597,1.28571428571429,3.47523945590664,22.81879194630873,4.36,15.45893719806764,9.70873786407767,14.09395973154363,29.75609756097561,8.10810810810811,23.48993288590604,45.662100456621,10.52631578947368,36.91275167785235,32.05741626794259,7.03125,25.50335570469799,17.06,11.1,DEPARTAMENTO PESSOAL,"SLT CONTABILIDADE, AUDITORIA E ASSESSORIA FISCAL E TRIBUTARIA S/S.",1,0,595,3,2,0,1,0,1,0,0,0,ID_9286
7.0,1.0,2022-05-24 18:56:07,67.45076094451052,66.08006994939724,53.2871329336343,53.2871329336343,40.47289381190756,40.47289381190756,66.79314331900183,67.45076094451052,64.69351447517386,64.69351447517386,67.05987337828635,66.79314331900183,66.79314331900183,40.47289381190756,52.89962555363089,64.69351447517386,67.45076094451052,67.05987337828635,52.89962555363089,66.08006994939724,CEP,33.33333333333333,20.65,-3.93013100436681,1.70588235294118,2.1477441337572,12.882096069869,9.64,41.06280193236715,41.74757281553398,27.94759825327511,59.02439024390244,12.61261261261261,29.4759825327511,48.40182648401827,12.63157894736842,25.98253275109171,27.27272727272728,14.84375,16.5938864628821,60.01,30.72,Product,upLexis Tecnologia Ltda,0,0,931,4,3,0,1,0,0,1,0,0,ID_7012
4.0,1.0,2021-06-02 12:22:47,45.67614258192219,44.34700737297353,76.9242185142503,76.9242185142503,75.67723898582926,75.67723898582926,78.23851570358869,45.67614258192219,43.00248865466204,43.00248865466204,60.93743278959614,78.23851570358869,78.23851570358869,75.67723898582926,58.9129965356342,43.00248865466204,45.67614258192219,60.93743278959614,58.9129965356342,44.34700737297353,AP,36.781609195402,60.2,-0.39525691699605,4.5714285714286,4.8319712514008,12.450592885375,9.4,50.24154589372,0.0,18.577075098814,42.439024390244,12.612612612613,19.9604743083,63.013698630137,15.789473684211,30.434782608696,64.593301435407,17.1875,31.02766798419,19.13,50.81,RH,Doctor Limp,1,0,1067,4,2,0,1,0,0,1,0,0,ID_5653
7.0,2.0,2023-01-02 14:31:46,66.50294026779214,58.19572195611357,61.86222480617935,61.86222480617935,47.44097784227271,47.44097784227271,77.06199667045115,66.50294026779214,49.7923552843461,49.7923552843461,71.38924014731641,77.06199667045115,77.06199667045115,47.44097784227271,48.64738527098494,49.7923552843461,66.50294026779214,71.38924014731641,48.64738527098494,58.19572195611357,PC,32.18390804597702,27.89,-0.57208237986269,1.33333333333333,2.8448827125333,10.52631578947369,10.31,43.96135265700483,2.9126213592233,21.51029748283752,40.97560975609756,38.73873873873874,29.06178489702517,53.42465753424659,13.68421052631579,29.9771167048055,36.84210526315789,6.25,19.45080091533181,45.18,16.51,Admistrativo,OTTIMIZZA SISTEMAS CONTABEIS LTDA,1,1,470,3,4,0,1,0,1,0,0,0,ID_1827
4.0,1.0,2024-03-18 13:19:43,67.12433257055682,70.19562715765247,48.811013767209,48.811013767209,43.08943089430896,43.08943089430896,54.84147386461011,67.12433257055682,73.30246913580247,73.30246913580247,61.26561870213622,54.84147386461011,54.84147386461011,43.08943089430896,58.59065716547902,73.30246913580247,67.12433257055682,61.26561870213622,58.59065716547902,70.19562715765247,EC,21.83908045977012,58.37,-0.66666666666666,2.71428571428571,25.0,14.0,-14.303,45.89371980676329,0.0,31.66666666666667,38.04878048780489,0.0,29.33333333333333,33.78995433789955,0.0,21.33333333333333,25.35885167464115,0.0,17.66666666666667,67.75,49.74,Almoxarifado,WORTICE,1,0,14,1,2,1,0,0,1,0,0,0,ID_151
6.0,2.0,2023-10-17 20:15:23,23.1033268790706,22.129768965212,96.22123808606912,96.22123808606912,92.6360225140713,92.6360225140713,100.0,23.1033268790706,21.14494301994301,21.14494301994301,59.24565156729606,100.0,100.0,92.6360225140713,55.9565137949936,21.14494301994301,23.1033268790706,59.24565156729606,55.9565137949936,22.129768965212,PA,14.94252873563219,127.58,1.92307692307692,1.85714285714286,25.0,33.65384615384615,-10.27,14.0096618357488,0.0,9.13461538461538,10.24390243902439,0.0,10.09615384615385,40.6392694063927,0.0,42.78846153846154,37.79904306220095,0.0,37.98076923076923,0.0,40.93,TRANSPORTES,BIG MAIS SUPERMERCADOS LTDA,1,0,8572,7,4,1,0,0,1,0,0,0,ID_3497
6.0,1.0,2023-09-13 15:19:25,28.60411899313501,40.27617951668585,71.65206508135168,71.65206508135168,100.0,100.0,41.77377892030849,28.60411899313501,52.08333333333333,52.08333333333333,34.76420798065296,41.77377892030849,41.77377892030849,100.0,75.41567695961994,52.08333333333333,28.60411899313501,34.76420798065296,75.41567695961994,40.27617951668585,A,5.74712643678161,11.55,11.25000000000001,0.83333333333333,25.0,36.25000000000001,-4.308,13.52657004830918,0.0,22.5,4.87804878048781,0.0,12.5,5.93607305936073,0.0,16.25,18.66028708133972,0.0,48.75000000000001,11.47,100.0,ADMINISTRATIVO,BIOMULTI SOLUCOES EM AGRONEGOCIOS LTDA,1,1,88,1,2,1,0,0,0,1,0,0,ID_6752
4.0,1.0,2023-01-14 21:04:00,84.16844209474209,60.18279697895586,59.70106311049732,59.70106311049732,32.23997757218951,32.23997757218951,88.64462370357239,84.16844209474209,35.91954022988507,35.91954022988507,86.17214971716075,88.64462370357239,88.64462370357239,32.23997757218951,34.12782919704044,35.91954022988507,84.16844209474209,86.17214971716075,34.12782919704044,60.18279697895586,CP,11.49425287356322,17.07,0.0,2.0,25.0,23.5632183908046,-8.216,13.04347826086957,0.0,15.51724137931035,31.21951219512195,0.0,36.7816091954023,26.94063926940639,0.0,34.48275862068966,11.00478468899522,0.0,13.2183908045977,48.92,0.0,PRÉ-ACABAMENTOS,CAVAZOTTO INDUSTRIAL LTDA,1,0,3112,6,3,1,0,0,0,1,0,0,ID_7943
6.0,1.0,2023-02-23 16:03:16,43.47826086956521,42.96125815113156,78.4313725490196,78.4313725490196,77.23577235772356,77.23577235772356,79.69151670951159,43.47826086956521,42.43827160493826,42.43827160493826,60.45949214026604,79.69151670951159,79.69151670951159,77.23577235772356,59.38242280285034,42.43827160493826,43.47826086956521,60.45949214026604,59.38242280285034,42.96125815113156,AP,43.67816091954023,33.65000000000001,-1e-14,0.67857142857143,4.76471515263297,13.33333333333333,10.43,51.69082125603865,12.62135922330097,18.33333333333333,47.3170731707317,15.31531531531531,19.0,78.99543378995436,12.63157894736842,31.00000000000001,82.29665071770336,14.0625,31.66666666666666,16.52,52.38,BHZ - ADM. GERAL INFORMATICA,EMPRESA DE TRANSPORTES MARTINS LTDA,1,1,1917,6,2,1,0,0,0,1,0,0,ID_8965
6.0,3.0,2023-12-04 15:24:14,32.30582850989367,46.02991944764098,75.0938673341677,75.0938673341677,64.56241032998567,64.56241032998567,86.19386057765007,32.30582850989367,59.91285403050111,59.91285403050111,57.61433956895937,86.19386057765007,86.19386057765007,64.56241032998567,62.17688975827863,59.91285403050111,32.30582850989367,57.61433956895937,62.17688975827863,46.02991944764098,PAE,12.64367816091954,45.5,-2.35294117647059,1.83333333333333,25.0,19.41176470588235,-8.532,26.08695652173914,0.0,25.88235294117648,11.70731707317073,0.0,14.11764705882353,26.02739726027397,0.0,33.52941176470588,21.5311004784689,0.0,26.47058823529412,22.29,61.72,ENGENHARIA,ALMEIDA GUIMARAES EDIFICACOES LTDA,1,0,201,2,3,1,0,0,1,0,0,0,ID_3890
